Play,Player,URL,Resultstats
A Midsummer nights dream,PHILOSTRATE,https://www.google.com/search?hl=en&q=A Midsummer nights dream+PHILOSTRATE,69000
A Midsummer nights dream,Prologue,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Prologue,235000
A Midsummer nights dream,Wall,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Wall,7590000
A Midsummer nights dream,Pyramus,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Pyramus,139000
A Midsummer nights dream,Thisbe,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Thisbe,615000
A Midsummer nights dream,Lion,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Lion,5000000
A Midsummer nights dream,Moonshine,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Moonshine,219000
Much Ado about nothing,PUCK,https://www.google.com/search?hl=en&q=Much Ado about nothing+PUCK,210000
Much Ado about nothing,LEONATO,https://www.google.com/search?hl=en&q=Much Ado about nothing+LEONATO,201000
Much Ado about nothing,Messenger,https://www.google.com/search?hl=en&q=Much Ado about nothing+Messenger,866000
Much Ado about nothing,BEATRICE,https://www.google.com/search?hl=en&q=Much Ado about nothing+BEATRICE,904000
Much Ado about nothing,HERO,https://www.google.com/search?hl=en&q=Much Ado about nothing+HERO,6090000
Much Ado about nothing,DON PEDRO,https://www.google.com/search?hl=en&q=Much Ado about nothing+DON PEDRO,863000
Much Ado about nothing,BENEDICK,https://www.google.com/search?hl=en&q=Much Ado about nothing+BENEDICK,392000
Much Ado about nothing,DON JOHN,https://www.google.com/search?hl=en&q=Much Ado about nothing+DON JOHN,7750000
Much Ado about nothing,CLAUDIO,https://www.google.com/search?hl=en&q=Much Ado about nothing+CLAUDIO,518000
Much Ado about nothing,ANTONIO,https://www.google.com/search?hl=en&q=Much Ado about nothing+ANTONIO,1600000
Much Ado about nothing,CONRADE,https://www.google.com/search?hl=en&q=Much Ado about nothing+CONRADE,29000
Much Ado about nothing,BORACHIO,https://www.google.com/search?hl=en&q=Much Ado about nothing+BORACHIO,48400
Much Ado about nothing,BALTHASAR,https://www.google.com/search?hl=en&q=Much Ado about nothing+BALTHASAR,53200
Much Ado about nothing,MARGARET,https://www.google.com/search?hl=en&q=Much Ado about nothing+MARGARET,1640000
Much Ado about nothing,URSULA,https://www.google.com/search?hl=en&q=Much Ado about nothing+URSULA,282000
Much Ado about nothing,Boy,https://www.google.com/search?hl=en&q=Much Ado about nothing+Boy,7480000
Much Ado about nothing,DOGBERRY,https://www.google.com/search?hl=en&q=Much Ado about nothing+DOGBERRY,111000
Much Ado about nothing,VERGES,https://www.google.com/search?hl=en&q=Much Ado about nothing+VERGES,92600
Much Ado about nothing,First Watchman,https://www.google.com/search?hl=en&q=Much Ado about nothing+First Watchman,238000
Much Ado about nothing,Second Watchman,https://www.google.com/search?hl=en&q=Much Ado about nothing+Second Watchman,174000
Much Ado about nothing,Watchman,https://www.google.com/search?hl=en&q=Much Ado about nothing+Watchman,178000
Much Ado about nothing,FRIAR FRANCIS,https://www.google.com/search?hl=en&q=Much Ado about nothing+FRIAR FRANCIS,94500
Much Ado about nothing,Sexton,https://www.google.com/search?hl=en&q=Much Ado about nothing+Sexton,191000
Much Ado about nothing,Lord,https://www.google.com/search?hl=en&q=Much Ado about nothing+Lord,5250000
Othello,BENEDICK,https://www.google.com/search?hl=en&q=Othello+BENEDICK,84700
Othello,RODERIGO,https://www.google.com/search?hl=en&q=Othello+RODERIGO,304000
Othello,IAGO,https://www.google.com/search?hl=en&q=Othello+IAGO,2970000
Othello,BRABANTIO,https://www.google.com/search?hl=en&q=Othello+BRABANTIO,160000
Othello,OTHELLO,https://www.google.com/search?hl=en&q=Othello+OTHELLO,43600000
Othello,CASSIO,https://www.google.com/search?hl=en&q=Othello+CASSIO,792000
Othello,First Officer,https://www.google.com/search?hl=en&q=Othello+First Officer,2560000
Othello,DUKE OF VENICE,https://www.google.com/search?hl=en&q=Othello+DUKE OF VENICE,726000
Othello,First Senator,https://www.google.com/search?hl=en&q=Othello+First Senator,432000
Othello,Second Senator,https://www.google.com/search?hl=en&q=Othello+Second Senator,639000
Othello,Sailor,https://www.google.com/search?hl=en&q=Othello+Sailor,748000
Othello,Messenger,https://www.google.com/search?hl=en&q=Othello+Messenger,1030000
Othello,Senator,https://www.google.com/search?hl=en&q=Othello+Senator,538000
Othello,DESDEMONA,https://www.google.com/search?hl=en&q=Othello+DESDEMONA,2250000
Othello,MONTANO,https://www.google.com/search?hl=en&q=Othello+MONTANO,213000
Othello,First Gentleman,https://www.google.com/search?hl=en&q=Othello+First Gentleman,2810000
Othello,Second Gentleman,https://www.google.com/search?hl=en&q=Othello+Second Gentleman,1740000
Othello,Third Gentleman,https://www.google.com/search?hl=en&q=Othello+Third Gentleman,1250000
Othello,Fourth Gentleman,https://www.google.com/search?hl=en&q=Othello+Fourth Gentleman,650000
Othello,Second Gentlemen,https://www.google.com/search?hl=en&q=Othello+Second Gentlemen,2000000
Othello,EMILIA,https://www.google.com/search?hl=en&q=Othello+EMILIA,1250000
Othello,Herald,https://www.google.com/search?hl=en&q=Othello+Herald,679000
Othello,All,https://www.google.com/search?hl=en&q=Othello+All,26100000
Othello,Clown,https://www.google.com/search?hl=en&q=Othello+Clown,742000
Othello,First Musician,https://www.google.com/search?hl=en&q=Othello+First Musician,563000
Othello,Gentleman,https://www.google.com/search?hl=en&q=Othello+Gentleman,4890000
Othello,BIANCA,https://www.google.com/search?hl=en&q=Othello+BIANCA,777000
Othello,LODOVICO,https://www.google.com/search?hl=en&q=Othello+LODOVICO,105000
Othello,GRATIANO,https://www.google.com/search?hl=en&q=Othello+GRATIANO,40500
Pericles,LODOVICO,https://www.google.com/search?hl=en&q=Pericles+LODOVICO,24500
Pericles,ANTIOCHUS,https://www.google.com/search?hl=en&q=Pericles+ANTIOCHUS,101000
Pericles,PERICLES,https://www.google.com/search?hl=en&q=Pericles+PERICLES,6980000
Pericles,Daughter,https://www.google.com/search?hl=en&q=Pericles+Daughter,932000
Pericles,THALIARD,https://www.google.com/search?hl=en&q=Pericles+THALIARD,11700
Pericles,Messenger,https://www.google.com/search?hl=en&q=Pericles+Messenger,306000
Pericles,First Lord,https://www.google.com/search?hl=en&q=Pericles+First Lord,864000
Pericles,Second Lord,https://www.google.com/search?hl=en&q=Pericles+Second Lord,698000
Pericles,HELICANUS,https://www.google.com/search?hl=en&q=Pericles+HELICANUS,19900
Pericles,CLEON,https://www.google.com/search?hl=en&q=Pericles+CLEON,153000
Pericles,DIONYZA,https://www.google.com/search?hl=en&q=Pericles+DIONYZA,13700
Pericles,Lord,https://www.google.com/search?hl=en&q=Pericles+Lord,1420000
Pericles,All,https://www.google.com/search?hl=en&q=Pericles+All,7410000
Pericles,GOWER,https://www.google.com/search?hl=en&q=Pericles+GOWER,154000
Pericles,First Fisherman,https://www.google.com/search?hl=en&q=Pericles+First Fisherman,133000
Pericles,Second Fisherman,https://www.google.com/search?hl=en&q=Pericles+Second Fisherman,119000
Pericles,Third Fisherman,https://www.google.com/search?hl=en&q=Pericles+Third Fisherman,106000
Pericles,SIMONIDES,https://www.google.com/search?hl=en&q=Pericles+SIMONIDES,58000
Pericles,THAISA,https://www.google.com/search?hl=en&q=Pericles+THAISA,81800
Pericles,Third Lord,https://www.google.com/search?hl=en&q=Pericles+Third Lord,506000
Pericles,KNIGHTS,https://www.google.com/search?hl=en&q=Pericles+KNIGHTS,1150000
Pericles,Marshal,https://www.google.com/search?hl=en&q=Pericles+Marshal,143000
Pericles,First Knight,https://www.google.com/search?hl=en&q=Pericles+First Knight,593000
Pericles,Knights,https://www.google.com/search?hl=en&q=Pericles+Knights,1050000
Pericles,ESCANES,https://www.google.com/search?hl=en&q=Pericles+ESCANES,12800
Pericles,Second Knight,https://www.google.com/search?hl=en&q=Pericles+Second Knight,422000
Pericles,Third Knight,https://www.google.com/search?hl=en&q=Pericles+Third Knight,338000
Pericles,BOTH,https://www.google.com/search?hl=en&q=Pericles+BOTH,2520000
Pericles,LYCHORIDA,https://www.google.com/search?hl=en&q=Pericles+LYCHORIDA,10900
Pericles,First Sailor,https://www.google.com/search?hl=en&q=Pericles+First Sailor,264000
Pericles,Second Sailor,https://www.google.com/search?hl=en&q=Pericles+Second Sailor,188000
Pericles,CERIMON,https://www.google.com/search?hl=en&q=Pericles+CERIMON,15500
Pericles,PHILEMON,https://www.google.com/search?hl=en&q=Pericles+PHILEMON,54100
Pericles,Servant,https://www.google.com/search?hl=en&q=Pericles+Servant,451000
Pericles,First Gentleman,https://www.google.com/search?hl=en&q=Pericles+First Gentleman,604000
Pericles,Second Gentleman,https://www.google.com/search?hl=en&q=Pericles+Second Gentleman,564000
Pericles,First Servant,https://www.google.com/search?hl=en&q=Pericles+First Servant,291000
Pericles,LEONINE,https://www.google.com/search?hl=en&q=Pericles+LEONINE,24000
Pericles,MARINA,https://www.google.com/search?hl=en&q=Pericles+MARINA,804000
Pericles,First Pirate,https://www.google.com/search?hl=en&q=Pericles+First Pirate,421000
Pericles,Second Pirate,https://www.google.com/search?hl=en&q=Pericles+Second Pirate,228000
Pericles,Third Pirate,https://www.google.com/search?hl=en&q=Pericles+Third Pirate,241000
Pericles,Pandar,https://www.google.com/search?hl=en&q=Pericles+Pandar,7100
Pericles,BOULT,https://www.google.com/search?hl=en&q=Pericles+BOULT,33600
Pericles,Bawd,https://www.google.com/search?hl=en&q=Pericles+Bawd,20300
Pericles,LYSIMACHUS,https://www.google.com/search?hl=en&q=Pericles+LYSIMACHUS,35300
Pericles,Tyrian Sailor,https://www.google.com/search?hl=en&q=Pericles+Tyrian Sailor,12000
Pericles,DIANA,https://www.google.com/search?hl=en&q=Pericles+DIANA,840000
Richard II,GOWER,https://www.google.com/search?hl=en&q=Richard II+GOWER,2730000
Richard II,KING RICHARD II,https://www.google.com/search?hl=en&q=Richard II+KING RICHARD II,235000000
Richard II,JOHN OF GAUNT,https://www.google.com/search?hl=en&q=Richard II+JOHN OF GAUNT,1750000
Richard II,HENRY BOLINGBROKE,https://www.google.com/search?hl=en&q=Richard II+HENRY BOLINGBROKE,469000
Richard II,THOMAS MOWBRAY,https://www.google.com/search?hl=en&q=Richard II+THOMAS MOWBRAY,644000
Richard II,DUCHESS,https://www.google.com/search?hl=en&q=Richard II+DUCHESS,33700000
Richard II,Lord Marshal,https://www.google.com/search?hl=en&q=Richard II+Lord Marshal,6990000
Richard II,DUKE OF AUMERLE,https://www.google.com/search?hl=en&q=Richard II+DUKE OF AUMERLE,26800
Richard II,First Herald,https://www.google.com/search?hl=en&q=Richard II+First Herald,15400000
Richard II,Second Herald,https://www.google.com/search?hl=en&q=Richard II+Second Herald,10600000
Richard II,GREEN,https://www.google.com/search?hl=en&q=Richard II+GREEN,541000000
Richard II,BUSHY,https://www.google.com/search?hl=en&q=Richard II+BUSHY,11800000
Richard II,All,https://www.google.com/search?hl=en&q=Richard II+All,713000000
Richard II,DUKE OF YORK,https://www.google.com/search?hl=en&q=Richard II+DUKE OF YORK,54000000
Richard II,QUEEN,https://www.google.com/search?hl=en&q=Richard II+QUEEN,121000000
Richard II,NORTHUMBERLAND,https://www.google.com/search?hl=en&q=Richard II+NORTHUMBERLAND,4330000
Richard II,LORD ROSS,https://www.google.com/search?hl=en&q=Richard II+LORD ROSS,18300000
Richard II,LORD WILLOUGHBY,https://www.google.com/search?hl=en&q=Richard II+LORD WILLOUGHBY,1500000
Richard II,Servant,https://www.google.com/search?hl=en&q=Richard II+Servant,10900000
Richard II,BAGOT,https://www.google.com/search?hl=en&q=Richard II+BAGOT,506000
Richard II,HENRY PERCY,https://www.google.com/search?hl=en&q=Richard II+HENRY PERCY,11900000
Richard II,LORD BERKELEY,https://www.google.com/search?hl=en&q=Richard II+LORD BERKELEY,9610000
Richard II,Captain,https://www.google.com/search?hl=en&q=Richard II+Captain,86700000
Richard II,EARL OF SALISBURY,https://www.google.com/search?hl=en&q=Richard II+EARL OF SALISBURY,2890000
Richard II,BISHOP OF CARLISLE,https://www.google.com/search?hl=en&q=Richard II+BISHOP OF CARLISLE,2210000
Richard II,SIR STEPHEN SCROOP,https://www.google.com/search?hl=en&q=Richard II+SIR STEPHEN SCROOP,1890000
Richard II,Lady,https://www.google.com/search?hl=en&q=Richard II+Lady,147000000
Richard II,Gardener,https://www.google.com/search?hl=en&q=Richard II+Gardener,6240000
Richard II,GARDENER,https://www.google.com/search?hl=en&q=Richard II+GARDENER,6240000
Richard II,LORD FITZWATER,https://www.google.com/search?hl=en&q=Richard II+LORD FITZWATER,92700
Richard II,Lord,https://www.google.com/search?hl=en&q=Richard II+Lord,91200000
Richard II,DUKE OF SURREY,https://www.google.com/search?hl=en&q=Richard II+DUKE OF SURREY,3400000
Richard II,Abbot,https://www.google.com/search?hl=en&q=Richard II+Abbot,5780000
Richard II,DUCHESS OF YORK,https://www.google.com/search?hl=en&q=Richard II+DUCHESS OF YORK,29000000
Richard II,EXTON,https://www.google.com/search?hl=en&q=Richard II+EXTON,541000
Richard II,Groom,https://www.google.com/search?hl=en&q=Richard II+Groom,9580000
Richard II,Keeper,https://www.google.com/search?hl=en&q=Richard II+Keeper,15000000
Richard III,HENRY BOLINGBROKE,https://www.google.com/search?hl=en&q=Richard III+HENRY BOLINGBROKE,363000
Richard III,GLOUCESTER,https://www.google.com/search?hl=en&q=Richard III+GLOUCESTER,12400000
Richard III,CLARENCE,https://www.google.com/search?hl=en&q=Richard III+CLARENCE,14300000
Richard III,BRAKENBURY,https://www.google.com/search?hl=en&q=Richard III+BRAKENBURY,21100
Richard III,HASTINGS,https://www.google.com/search?hl=en&q=Richard III+HASTINGS,11400000
Richard III,LADY ANNE,https://www.google.com/search?hl=en&q=Richard III+LADY ANNE,30400000
Richard III,Gentleman,https://www.google.com/search?hl=en&q=Richard III+Gentleman,59600000
Richard III,GENTLEMEN,https://www.google.com/search?hl=en&q=Richard III+GENTLEMEN,61200000
Richard III,RIVERS,https://www.google.com/search?hl=en&q=Richard III+RIVERS,24900000
Richard III,GREY,https://www.google.com/search?hl=en&q=Richard III+GREY,102000000
Richard III,QUEEN ELIZABETH,https://www.google.com/search?hl=en&q=Richard III+QUEEN ELIZABETH,25500000
Richard III,BUCKINGHAM,https://www.google.com/search?hl=en&q=Richard III+BUCKINGHAM,7130000
Richard III,DERBY,https://www.google.com/search?hl=en&q=Richard III+DERBY,11800000
Richard III,QUEEN MARGARET,https://www.google.com/search?hl=en&q=Richard III+QUEEN MARGARET,19400000
Richard III,DORSET,https://www.google.com/search?hl=en&q=Richard III+DORSET,2830000
Richard III,CATESBY,https://www.google.com/search?hl=en&q=Richard III+CATESBY,199000
Richard III,First Murderer,https://www.google.com/search?hl=en&q=Richard III+First Murderer,12000000
Richard III,Second Murderer,https://www.google.com/search?hl=en&q=Richard III+Second Murderer,3330000
Richard III,Second murderer,https://www.google.com/search?hl=en&q=Richard III+Second murderer,3330000
Richard III,Both,https://www.google.com/search?hl=en&q=Richard III+Both,292000000
Richard III,KING EDWARD IV,https://www.google.com/search?hl=en&q=Richard III+KING EDWARD IV,27100000
Richard III,Boy,https://www.google.com/search?hl=en&q=Richard III+Boy,75200000
Richard III,DUCHESS OF YORK,https://www.google.com/search?hl=en&q=Richard III+DUCHESS OF YORK,3210000
Richard III,Girl,https://www.google.com/search?hl=en&q=Richard III+Girl,82200000
Richard III,Children,https://www.google.com/search?hl=en&q=Richard III+Children,0
Richard III,First Citizen,https://www.google.com/search?hl=en&q=Richard III+First Citizen,58300000
Richard III,Second Citizen,https://www.google.com/search?hl=en&q=Richard III+Second Citizen,42300000
Richard III,Third Citizen,https://www.google.com/search?hl=en&q=Richard III+Third Citizen,28900000
Richard III,ARCHBISHOP OF YORK,https://www.google.com/search?hl=en&q=Richard III+ARCHBISHOP OF YORK,3740000
Richard III,YORK,https://www.google.com/search?hl=en&q=Richard III+YORK,268000000
Richard III,Messenger,https://www.google.com/search?hl=en&q=Richard III+Messenger,15800000
Richard III,PRINCE EDWARD,https://www.google.com/search?hl=en&q=Richard III+PRINCE EDWARD,31900000
Richard III,Lord Mayor,https://www.google.com/search?hl=en&q=Richard III+Lord Mayor,9630000
Richard III,CARDINAL,https://www.google.com/search?hl=en&q=Richard III+CARDINAL,18900000
Richard III,STANLEY,https://www.google.com/search?hl=en&q=Richard III+STANLEY,46000000
Richard III,LORD STANLEY,https://www.google.com/search?hl=en&q=Richard III+LORD STANLEY,15300000
Richard III,Pursuivant,https://www.google.com/search?hl=en&q=Richard III+Pursuivant,59100
Richard III,Priest,https://www.google.com/search?hl=en&q=Richard III+Priest,21100000
Richard III,RATCLIFF,https://www.google.com/search?hl=en&q=Richard III+RATCLIFF,480000
Richard III,VAUGHAN,https://www.google.com/search?hl=en&q=Richard III+VAUGHAN,12300000
Richard III,BISHOP OF ELY,https://www.google.com/search?hl=en&q=Richard III+BISHOP OF ELY,1990000
Richard III,LOVEL,https://www.google.com/search?hl=en&q=Richard III+LOVEL,236000
Richard III,Scrivener,https://www.google.com/search?hl=en&q=Richard III+Scrivener,432000
Richard III,ANOTHER,https://www.google.com/search?hl=en&q=Richard III+ANOTHER,219000000
Richard III,Citizens,https://www.google.com/search?hl=en&q=Richard III+Citizens,65700000
Richard III,KING RICHARD III,https://www.google.com/search?hl=en&q=Richard III+KING RICHARD III,211000000
Richard III,Page,https://www.google.com/search?hl=en&q=Richard III+Page,321000000
Richard III,TYRREL,https://www.google.com/search?hl=en&q=Richard III+TYRREL,72500
Richard III,Second Messenger,https://www.google.com/search?hl=en&q=Richard III+Second Messenger,10500000
Richard III,Third Messenger,https://www.google.com/search?hl=en&q=Richard III+Third Messenger,8020000
Richard III,Fourth Messenger,https://www.google.com/search?hl=en&q=Richard III+Fourth Messenger,6230000
Richard III,CHRISTOPHER,https://www.google.com/search?hl=en&q=Richard III+CHRISTOPHER,73000000
Richard III,Sheriff,https://www.google.com/search?hl=en&q=Richard III+Sheriff,11900000
Richard III,RICHMOND,https://www.google.com/search?hl=en&q=Richard III+RICHMOND,18800000
Richard III,OXFORD,https://www.google.com/search?hl=en&q=Richard III+OXFORD,62900000
Richard III,HERBERT,https://www.google.com/search?hl=en&q=Richard III+HERBERT,44900000
Richard III,BLUNT,https://www.google.com/search?hl=en&q=Richard III+BLUNT,10900000
Richard III,SURREY,https://www.google.com/search?hl=en&q=Richard III+SURREY,7080000
Richard III,NORFOLK,https://www.google.com/search?hl=en&q=Richard III+NORFOLK,10900000
Richard III,of Prince Edward,https://www.google.com/search?hl=en&q=Richard III+of Prince Edward,27800000
Richard III,of King Henry VI,https://www.google.com/search?hl=en&q=Richard III+of King Henry VI,26600000
Richard III,Ghost of CLARENCE,https://www.google.com/search?hl=en&q=Richard III+Ghost of CLARENCE,2980000
Richard III,Ghost of RIVERS,https://www.google.com/search?hl=en&q=Richard III+Ghost of RIVERS,11600000
Richard III,Ghost of GREY,https://www.google.com/search?hl=en&q=Richard III+Ghost of GREY,12700000
Richard III,Ghost of VAUGHAN,https://www.google.com/search?hl=en&q=Richard III+Ghost of VAUGHAN,1540000
Richard III,All,https://www.google.com/search?hl=en&q=Richard III+All,347000000
Richard III,Ghost of HASTINGS,https://www.google.com/search?hl=en&q=Richard III+Ghost of HASTINGS,1240000
Richard III,of young Princes,https://www.google.com/search?hl=en&q=Richard III+of young Princes,34500000
Richard III,Ghost of LADY ANNE,https://www.google.com/search?hl=en&q=Richard III+Ghost of LADY ANNE,15900000
Richard III,of BUCKINGHAM,https://www.google.com/search?hl=en&q=Richard III+of BUCKINGHAM,6410000
Richard III,LORDS,https://www.google.com/search?hl=en&q=Richard III+LORDS,11900000
Romeo and Juliet,RICHMOND,https://www.google.com/search?hl=en&q=Romeo and Juliet+RICHMOND,2680000
Romeo and Juliet,SAMPSON,https://www.google.com/search?hl=en&q=Romeo and Juliet+SAMPSON,651000
Romeo and Juliet,GREGORY,https://www.google.com/search?hl=en&q=Romeo and Juliet+GREGORY,4920000
Romeo and Juliet,ABRAHAM,https://www.google.com/search?hl=en&q=Romeo and Juliet+ABRAHAM,7700000
Romeo and Juliet,BENVOLIO,https://www.google.com/search?hl=en&q=Romeo and Juliet+BENVOLIO,426000
Romeo and Juliet,TYBALT,https://www.google.com/search?hl=en&q=Romeo and Juliet+TYBALT,1120000
Romeo and Juliet,First Citizen,https://www.google.com/search?hl=en&q=Romeo and Juliet+First Citizen,4720000
Romeo and Juliet,CAPULET,https://www.google.com/search?hl=en&q=Romeo and Juliet+CAPULET,2230000
Romeo and Juliet,LADY CAPULET,https://www.google.com/search?hl=en&q=Romeo and Juliet+LADY CAPULET,608000
Romeo and Juliet,MONTAGUE,https://www.google.com/search?hl=en&q=Romeo and Juliet+MONTAGUE,1870000
Romeo and Juliet,LADY MONTAGUE,https://www.google.com/search?hl=en&q=Romeo and Juliet+LADY MONTAGUE,909000
Romeo and Juliet,PRINCE,https://www.google.com/search?hl=en&q=Romeo and Juliet+PRINCE,14800000
Romeo and Juliet,ROMEO,https://www.google.com/search?hl=en&q=Romeo and Juliet+ROMEO,83400000
Romeo and Juliet,PARIS,https://www.google.com/search?hl=en&q=Romeo and Juliet+PARIS,13200000
Romeo and Juliet,Servant,https://www.google.com/search?hl=en&q=Romeo and Juliet+Servant,1850000
Romeo and Juliet,Nurse,https://www.google.com/search?hl=en&q=Romeo and Juliet+Nurse,7280000
Romeo and Juliet,JULIET,https://www.google.com/search?hl=en&q=Romeo and Juliet+JULIET,75100000
Romeo and Juliet,MERCUTIO,https://www.google.com/search?hl=en&q=Romeo and Juliet+MERCUTIO,1270000
Romeo and Juliet,First Servant,https://www.google.com/search?hl=en&q=Romeo and Juliet+First Servant,2830000
Romeo and Juliet,Second Servant,https://www.google.com/search?hl=en&q=Romeo and Juliet+Second Servant,1670000
Romeo and Juliet,Second Capulet,https://www.google.com/search?hl=en&q=Romeo and Juliet+Second Capulet,541000
Romeo and Juliet,Chorus,https://www.google.com/search?hl=en&q=Romeo and Juliet+Chorus,2660000
Romeo and Juliet,FRIAR LAURENCE,https://www.google.com/search?hl=en&q=Romeo and Juliet+FRIAR LAURENCE,539000
Romeo and Juliet,PETER,https://www.google.com/search?hl=en&q=Romeo and Juliet+PETER,15900000
Romeo and Juliet,NURSE,https://www.google.com/search?hl=en&q=Romeo and Juliet+NURSE,7280000
Romeo and Juliet,LADY  CAPULET,https://www.google.com/search?hl=en&q=Romeo and Juliet+LADY  CAPULET,608000
Romeo and Juliet,First Musician,https://www.google.com/search?hl=en&q=Romeo and Juliet+First Musician,13500000
Romeo and Juliet,Second Musician,https://www.google.com/search?hl=en&q=Romeo and Juliet+Second Musician,7900000
Romeo and Juliet,Musician,https://www.google.com/search?hl=en&q=Romeo and Juliet+Musician,18400000
Romeo and Juliet,Third Musician,https://www.google.com/search?hl=en&q=Romeo and Juliet+Third Musician,5020000
Romeo and Juliet,BALTHASAR,https://www.google.com/search?hl=en&q=Romeo and Juliet+BALTHASAR,219000
Romeo and Juliet,Apothecary,https://www.google.com/search?hl=en&q=Romeo and Juliet+Apothecary,275000
Romeo and Juliet,FRIAR JOHN,https://www.google.com/search?hl=en&q=Romeo and Juliet+FRIAR JOHN,794000
Romeo and Juliet,PAGE,https://www.google.com/search?hl=en&q=Romeo and Juliet+PAGE,40200000
Romeo and Juliet,First Watchman,https://www.google.com/search?hl=en&q=Romeo and Juliet+First Watchman,611000
Romeo and Juliet,Second Watchman,https://www.google.com/search?hl=en&q=Romeo and Juliet+Second Watchman,183000
Romeo and Juliet,Third Watchman,https://www.google.com/search?hl=en&q=Romeo and Juliet+Third Watchman,352000
Taming of the Shrew,PRINCE,https://www.google.com/search?hl=en&q=Taming of the Shrew+PRINCE,908000
Taming of the Shrew,SLY,https://www.google.com/search?hl=en&q=Taming of the Shrew+SLY,161000
Taming of the Shrew,Hostess,https://www.google.com/search?hl=en&q=Taming of the Shrew+Hostess,127000
Taming of the Shrew,Lord,https://www.google.com/search?hl=en&q=Taming of the Shrew+Lord,2370000
Taming of the Shrew,First Huntsman,https://www.google.com/search?hl=en&q=Taming of the Shrew+First Huntsman,51300
Taming of the Shrew,Second Huntsman,https://www.google.com/search?hl=en&q=Taming of the Shrew+Second Huntsman,46000
Taming of the Shrew,Servant,https://www.google.com/search?hl=en&q=Taming of the Shrew+Servant,389000
Taming of the Shrew,Players,https://www.google.com/search?hl=en&q=Taming of the Shrew+Players,1890000
Taming of the Shrew,A Player,https://www.google.com/search?hl=en&q=Taming of the Shrew+A Player,2280000
Taming of the Shrew,First Servant,https://www.google.com/search?hl=en&q=Taming of the Shrew+First Servant,446000
Taming of the Shrew,Second Servant,https://www.google.com/search?hl=en&q=Taming of the Shrew+Second Servant,380000
Taming of the Shrew,Third Servant,https://www.google.com/search?hl=en&q=Taming of the Shrew+Third Servant,308000
Taming of the Shrew,ALL,https://www.google.com/search?hl=en&q=Taming of the Shrew+ALL,8740000
Taming of the Shrew,Page,https://www.google.com/search?hl=en&q=Taming of the Shrew+Page,2360000
Taming of the Shrew,Messenger,https://www.google.com/search?hl=en&q=Taming of the Shrew+Messenger,272000
Taming of the Shrew,LUCENTIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+LUCENTIO,104000
Taming of the Shrew,TRANIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+TRANIO,98400
Taming of the Shrew,BAPTISTA,https://www.google.com/search?hl=en&q=Taming of the Shrew+BAPTISTA,136000
Taming of the Shrew,GREMIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+GREMIO,84300
Taming of the Shrew,KATHARINA,https://www.google.com/search?hl=en&q=Taming of the Shrew+KATHARINA,126000
Taming of the Shrew,HORTENSIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+HORTENSIO,128000
Taming of the Shrew,HORTENSIA,https://www.google.com/search?hl=en&q=Taming of the Shrew+HORTENSIA,19200
Taming of the Shrew,BIANCA,https://www.google.com/search?hl=en&q=Taming of the Shrew+BIANCA,357000
Taming of the Shrew,BIONDELLO,https://www.google.com/search?hl=en&q=Taming of the Shrew+BIONDELLO,50000
Taming of the Shrew,PETRUCHIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+PETRUCHIO,328000
Taming of the Shrew,GRUMIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+GRUMIO,66800
Taming of the Shrew,KATARINA,https://www.google.com/search?hl=en&q=Taming of the Shrew+KATARINA,76000
Taming of the Shrew,CURTIS,https://www.google.com/search?hl=en&q=Taming of the Shrew+CURTIS,237000
Taming of the Shrew,NATHANIEL,https://www.google.com/search?hl=en&q=Taming of the Shrew+NATHANIEL,290000
Taming of the Shrew,PHILIP,https://www.google.com/search?hl=en&q=Taming of the Shrew+PHILIP,652000
Taming of the Shrew,JOSEPH,https://www.google.com/search?hl=en&q=Taming of the Shrew+JOSEPH,824000
Taming of the Shrew,NICHOLAS,https://www.google.com/search?hl=en&q=Taming of the Shrew+NICHOLAS,509000
Taming of the Shrew,PETER,https://www.google.com/search?hl=en&q=Taming of the Shrew+PETER,1120000
Taming of the Shrew,Pedant,https://www.google.com/search?hl=en&q=Taming of the Shrew+Pedant,32600
Taming of the Shrew,Haberdasher,https://www.google.com/search?hl=en&q=Taming of the Shrew+Haberdasher,22400
Taming of the Shrew,Tailor,https://www.google.com/search?hl=en&q=Taming of the Shrew+Tailor,231000
Taming of the Shrew,VINCENTIO,https://www.google.com/search?hl=en&q=Taming of the Shrew+VINCENTIO,43800
Taming of the Shrew,Widow,https://www.google.com/search?hl=en&q=Taming of the Shrew+Widow,292000
The Tempest,LUCENTIO,https://www.google.com/search?hl=en&q=The Tempest+LUCENTIO,13800
The Tempest,Master,https://www.google.com/search?hl=en&q=The Tempest+Master,26800000
