Play,Player,URL,Resultstats
Henry VIII,CROMWELL,https://www.google.com/search?hl=en&q=Henry VIII+CROMWELL,4680000
Henry VIII,Third Gentleman,https://www.google.com/search?hl=en&q=Henry VIII+Third Gentleman,9680000
Henry VIII,Both,https://www.google.com/search?hl=en&q=Henry VIII+Both,85200000
Henry VIII,KATHARINE,https://www.google.com/search?hl=en&q=Henry VIII+KATHARINE,1380000
Henry VIII,PATIENCE,https://www.google.com/search?hl=en&q=Henry VIII+PATIENCE,4160000
Henry VIII,Messenger,https://www.google.com/search?hl=en&q=Henry VIII+Messenger,4680000
Henry VIII,CAPUCIUS,https://www.google.com/search?hl=en&q=Henry VIII+CAPUCIUS,6450
Henry VIII,Boy,https://www.google.com/search?hl=en&q=Henry VIII+Boy,15000000
Henry VIII,DENNY,https://www.google.com/search?hl=en&q=Henry VIII+DENNY,954000
Henry VIII,CRANMER,https://www.google.com/search?hl=en&q=Henry VIII+CRANMER,630000
Henry VIII,Keeper,https://www.google.com/search?hl=en&q=Henry VIII+Keeper,3910000
Henry VIII,DOCTOR BUTTS,https://www.google.com/search?hl=en&q=Henry VIII+DOCTOR BUTTS,2230000
Henry VIII,Chancellor,https://www.google.com/search?hl=en&q=Henry VIII+Chancellor,3370000
Henry VIII,All,https://www.google.com/search?hl=en&q=Henry VIII+All,72600000
Henry VIII,Porter,https://www.google.com/search?hl=en&q=Henry VIII+Porter,9240000
Henry VIII,Man,https://www.google.com/search?hl=en&q=Henry VIII+Man,45600000
Henry VIII,Garter,https://www.google.com/search?hl=en&q=Henry VIII+Garter,740000
King John,KING HENRY VIII,https://www.google.com/search?hl=en&q=King John+KING HENRY VIII,31700000
King John,KING JOHN,https://www.google.com/search?hl=en&q=King John+KING JOHN,2470000000
King John,CHATILLON,https://www.google.com/search?hl=en&q=King John+CHATILLON,854000
King John,QUEEN ELINOR,https://www.google.com/search?hl=en&q=King John+QUEEN ELINOR,3020000
King John,ESSEX,https://www.google.com/search?hl=en&q=King John+ESSEX,38100000
King John,BASTARD,https://www.google.com/search?hl=en&q=King John+BASTARD,19500000
King John,ROBERT,https://www.google.com/search?hl=en&q=King John+ROBERT,797000000
King John,LADY FAULCONBRIDGE,https://www.google.com/search?hl=en&q=King John+LADY FAULCONBRIDGE,260000
King John,GURNEY,https://www.google.com/search?hl=en&q=King John+GURNEY,5640000
King John,LEWIS,https://www.google.com/search?hl=en&q=King John+LEWIS,215000000
King John,ARTHUR,https://www.google.com/search?hl=en&q=King John+ARTHUR,202000000
King John,AUSTRIA,https://www.google.com/search?hl=en&q=King John+AUSTRIA,75700000
King John,CONSTANCE,https://www.google.com/search?hl=en&q=King John+CONSTANCE,45200000
King John,KING PHILIP,https://www.google.com/search?hl=en&q=King John+KING PHILIP,336000000
King John,BLANCH,https://www.google.com/search?hl=en&q=King John+BLANCH,4350000
King John,First Citizen,https://www.google.com/search?hl=en&q=King John+First Citizen,288000000
King John,French Herald,https://www.google.com/search?hl=en&q=King John+French Herald,9720000
King John,English Herald,https://www.google.com/search?hl=en&q=King John+English Herald,17800000
King John,SALISBURY,https://www.google.com/search?hl=en&q=King John+SALISBURY,21500000
King John,CARDINAL PANDULPH,https://www.google.com/search?hl=en&q=King John+CARDINAL PANDULPH,16800
King John,ELINOR,https://www.google.com/search?hl=en&q=King John+ELINOR,6050000
King John,HUBERT,https://www.google.com/search?hl=en&q=King John+HUBERT,22800000
King John,First Executioner,https://www.google.com/search?hl=en&q=King John+First Executioner,4330000
King John,PEMBROKE,https://www.google.com/search?hl=en&q=King John+PEMBROKE,13600000
King John,Messenger,https://www.google.com/search?hl=en&q=King John+Messenger,51200000
King John,PETER,https://www.google.com/search?hl=en&q=King John+PETER,619000000
King John,BIGOT,https://www.google.com/search?hl=en&q=King John+BIGOT,1310000
King John,MELUN,https://www.google.com/search?hl=en&q=King John+MELUN,689000
King John,PRINCE HENRY,https://www.google.com/search?hl=en&q=King John+PRINCE HENRY,113000000
Julius Caesar,BASTARD,https://www.google.com/search?hl=en&q=Julius Caesar+BASTARD,699000
Julius Caesar,FLAVIUS,https://www.google.com/search?hl=en&q=Julius Caesar+FLAVIUS,594000
Julius Caesar,First Commoner,https://www.google.com/search?hl=en&q=Julius Caesar+First Commoner,196000
Julius Caesar,MARULLUS,https://www.google.com/search?hl=en&q=Julius Caesar+MARULLUS,70700
Julius Caesar,Second Commoner,https://www.google.com/search?hl=en&q=Julius Caesar+Second Commoner,180000
Julius Caesar,CAESAR,https://www.google.com/search?hl=en&q=Julius Caesar+CAESAR,49900000
Julius Caesar,CASCA,https://www.google.com/search?hl=en&q=Julius Caesar+CASCA,243000
Julius Caesar,CALPURNIA,https://www.google.com/search?hl=en&q=Julius Caesar+CALPURNIA,146000
Julius Caesar,ANTONY,https://www.google.com/search?hl=en&q=Julius Caesar+ANTONY,4780000
Julius Caesar,Soothsayer,https://www.google.com/search?hl=en&q=Julius Caesar+Soothsayer,143000
Julius Caesar,BRUTUS,https://www.google.com/search?hl=en&q=Julius Caesar+BRUTUS,2840000
Julius Caesar,CASSIUS,https://www.google.com/search?hl=en&q=Julius Caesar+CASSIUS,1180000
Julius Caesar,CICERO,https://www.google.com/search?hl=en&q=Julius Caesar+CICERO,1680000
Julius Caesar,CINNA,https://www.google.com/search?hl=en&q=Julius Caesar+CINNA,211000
Julius Caesar,LUCIUS,https://www.google.com/search?hl=en&q=Julius Caesar+LUCIUS,1540000
Julius Caesar,DECIUS BRUTUS,https://www.google.com/search?hl=en&q=Julius Caesar+DECIUS BRUTUS,119000
Julius Caesar,METELLUS CIMBER,https://www.google.com/search?hl=en&q=Julius Caesar+METELLUS CIMBER,39000
Julius Caesar,TREBONIUS,https://www.google.com/search?hl=en&q=Julius Caesar+TREBONIUS,60200
Julius Caesar,PORTIA,https://www.google.com/search?hl=en&q=Julius Caesar+PORTIA,418000
Julius Caesar,LIGARIUS,https://www.google.com/search?hl=en&q=Julius Caesar+LIGARIUS,37300
Julius Caesar,Servant,https://www.google.com/search?hl=en&q=Julius Caesar+Servant,1180000
Julius Caesar,PUBLIUS,https://www.google.com/search?hl=en&q=Julius Caesar+PUBLIUS,485000
Julius Caesar,ARTEMIDORUS,https://www.google.com/search?hl=en&q=Julius Caesar+ARTEMIDORUS,53200
Julius Caesar,POPILIUS,https://www.google.com/search?hl=en&q=Julius Caesar+POPILIUS,19900
Julius Caesar,Citizens,https://www.google.com/search?hl=en&q=Julius Caesar+Citizens,3130000
Julius Caesar,First Citizen,https://www.google.com/search?hl=en&q=Julius Caesar+First Citizen,2890000
Julius Caesar,Second Citizen,https://www.google.com/search?hl=en&q=Julius Caesar+Second Citizen,5170000
Julius Caesar,Third Citizen,https://www.google.com/search?hl=en&q=Julius Caesar+Third Citizen,4040000
Julius Caesar,All,https://www.google.com/search?hl=en&q=Julius Caesar+All,43400000
Julius Caesar,Fourth Citizen,https://www.google.com/search?hl=en&q=Julius Caesar+Fourth Citizen,2400000
Julius Caesar,Several Citizens,https://www.google.com/search?hl=en&q=Julius Caesar+Several Citizens,10700000
Julius Caesar,CINNA THE POET,https://www.google.com/search?hl=en&q=Julius Caesar+CINNA THE POET,76300
Julius Caesar,OCTAVIUS,https://www.google.com/search?hl=en&q=Julius Caesar+OCTAVIUS,533000
Julius Caesar,LEPIDUS,https://www.google.com/search?hl=en&q=Julius Caesar+LEPIDUS,236000
Julius Caesar,LUCILIUS,https://www.google.com/search?hl=en&q=Julius Caesar+LUCILIUS,121000
Julius Caesar,PINDARUS,https://www.google.com/search?hl=en&q=Julius Caesar+PINDARUS,44800
Julius Caesar,First Soldier,https://www.google.com/search?hl=en&q=Julius Caesar+First Soldier,5890000
Julius Caesar,Second Soldier,https://www.google.com/search?hl=en&q=Julius Caesar+Second Soldier,5100000
Julius Caesar,Third Soldier,https://www.google.com/search?hl=en&q=Julius Caesar+Third Soldier,3530000
Julius Caesar,Poet,https://www.google.com/search?hl=en&q=Julius Caesar+Poet,3460000
Julius Caesar,MESSALA,https://www.google.com/search?hl=en&q=Julius Caesar+MESSALA,70700
Julius Caesar,VARRO,https://www.google.com/search?hl=en&q=Julius Caesar+VARRO,213000
Julius Caesar,GHOST,https://www.google.com/search?hl=en&q=Julius Caesar+GHOST,2890000
Julius Caesar,CLAUDIUS,https://www.google.com/search?hl=en&q=Julius Caesar+CLAUDIUS,1290000
Julius Caesar,Messenger,https://www.google.com/search?hl=en&q=Julius Caesar+Messenger,1450000
Julius Caesar,TITINIUS,https://www.google.com/search?hl=en&q=Julius Caesar+TITINIUS,46800
Julius Caesar,CATO,https://www.google.com/search?hl=en&q=Julius Caesar+CATO,717000
Julius Caesar,CLITUS,https://www.google.com/search?hl=en&q=Julius Caesar+CLITUS,20300
Julius Caesar,DARDANIUS,https://www.google.com/search?hl=en&q=Julius Caesar+DARDANIUS,9290
Julius Caesar,VOLUMNIUS,https://www.google.com/search?hl=en&q=Julius Caesar+VOLUMNIUS,18800
Julius Caesar,STRATO,https://www.google.com/search?hl=en&q=Julius Caesar+STRATO,113000
King Lear,OCTAVIUS,https://www.google.com/search?hl=en&q=King Lear+OCTAVIUS,186000
King Lear,KENT,https://www.google.com/search?hl=en&q=King Lear+KENT,5340000
King Lear,GLOUCESTER,https://www.google.com/search?hl=en&q=King Lear+GLOUCESTER,2220000
King Lear,EDMUND,https://www.google.com/search?hl=en&q=King Lear+EDMUND,1590000
King Lear,KING LEAR,https://www.google.com/search?hl=en&q=King Lear+KING LEAR,30300000
King Lear,GONERIL,https://www.google.com/search?hl=en&q=King Lear+GONERIL,322000
King Lear,CORDELIA,https://www.google.com/search?hl=en&q=King Lear+CORDELIA,692000
King Lear,LEAR,https://www.google.com/search?hl=en&q=King Lear+LEAR,41300000
King Lear,REGAN,https://www.google.com/search?hl=en&q=King Lear+REGAN,932000
King Lear,CORNWALL,https://www.google.com/search?hl=en&q=King Lear+CORNWALL,782000
King Lear,BURGUNDY,https://www.google.com/search?hl=en&q=King Lear+BURGUNDY,484000
King Lear,KING OF FRANCE,https://www.google.com/search?hl=en&q=King Lear+KING OF FRANCE,11100000
King Lear,EDGAR,https://www.google.com/search?hl=en&q=King Lear+EDGAR,4240000
King Lear,OSWALD,https://www.google.com/search?hl=en&q=King Lear+OSWALD,695000
King Lear,Knight,https://www.google.com/search?hl=en&q=King Lear+Knight,7130000
King Lear,Fool,https://www.google.com/search?hl=en&q=King Lear+Fool,2740000
King Lear,ALBANY,https://www.google.com/search?hl=en&q=King Lear+ALBANY,3120000
King Lear,Gentleman,https://www.google.com/search?hl=en&q=King Lear+Gentleman,9340000
King Lear,CURAN,https://www.google.com/search?hl=en&q=King Lear+CURAN,36000
King Lear,First Servant,https://www.google.com/search?hl=en&q=King Lear+First Servant,718000
King Lear,Second Servant,https://www.google.com/search?hl=en&q=King Lear+Second Servant,1000000
King Lear,Third Servant,https://www.google.com/search?hl=en&q=King Lear+Third Servant,812000
King Lear,Old Man,https://www.google.com/search?hl=en&q=King Lear+Old Man,17400000
King Lear,Messenger,https://www.google.com/search?hl=en&q=King Lear+Messenger,3910000
King Lear,Doctor,https://www.google.com/search?hl=en&q=King Lear+Doctor,12000000
King Lear,Captain,https://www.google.com/search?hl=en&q=King Lear+Captain,4760000
King Lear,Herald,https://www.google.com/search?hl=en&q=King Lear+Herald,2670000
Loves Labours Lost,ALBANY,https://www.google.com/search?hl=en&q=Loves Labours Lost+ALBANY,1200000
Loves Labours Lost,FERDINAND,https://www.google.com/search?hl=en&q=Loves Labours Lost+FERDINAND,2360000
Loves Labours Lost,LONGAVILLE,https://www.google.com/search?hl=en&q=Loves Labours Lost+LONGAVILLE,95800
Loves Labours Lost,DUMAIN,https://www.google.com/search?hl=en&q=Loves Labours Lost+DUMAIN,29000
Loves Labours Lost,BIRON,https://www.google.com/search?hl=en&q=Loves Labours Lost+BIRON,188000
Loves Labours Lost,DULL,https://www.google.com/search?hl=en&q=Loves Labours Lost+DULL,1340000
Loves Labours Lost,COSTARD,https://www.google.com/search?hl=en&q=Loves Labours Lost+COSTARD,85400
Loves Labours Lost,ADRIANO DE ARMADO,https://www.google.com/search?hl=en&q=Loves Labours Lost+ADRIANO DE ARMADO,52400
Loves Labours Lost,MOTH,https://www.google.com/search?hl=en&q=Loves Labours Lost+MOTH,96100
Loves Labours Lost,ARMADO,https://www.google.com/search?hl=en&q=Loves Labours Lost+ARMADO,790000
Loves Labours Lost,JAQUENETTA,https://www.google.com/search?hl=en&q=Loves Labours Lost+JAQUENETTA,29200
Loves Labours Lost,BOYET,https://www.google.com/search?hl=en&q=Loves Labours Lost+BOYET,13600
Loves Labours Lost,PRINCESS,https://www.google.com/search?hl=en&q=Loves Labours Lost+PRINCESS,13400000
Loves Labours Lost,First Lord,https://www.google.com/search?hl=en&q=Loves Labours Lost+First Lord,21300000
Loves Labours Lost,MARIA,https://www.google.com/search?hl=en&q=Loves Labours Lost+MARIA,13300000
Loves Labours Lost,KATHARINE,https://www.google.com/search?hl=en&q=Loves Labours Lost+KATHARINE,2270000
Loves Labours Lost,ROSALINE,https://www.google.com/search?hl=en&q=Loves Labours Lost+ROSALINE,11300
Loves Labours Lost,Forester,https://www.google.com/search?hl=en&q=Loves Labours Lost+Forester,674000
Loves Labours Lost,SIR NATHANIEL,https://www.google.com/search?hl=en&q=Loves Labours Lost+SIR NATHANIEL,3310000
Loves Labours Lost,HOLOFERNES,https://www.google.com/search?hl=en&q=Loves Labours Lost+HOLOFERNES,72500
Loves Labours Lost,MERCADE,https://www.google.com/search?hl=en&q=Loves Labours Lost+MERCADE,9290000
macbeth,ADRIANO DE ARMADO,https://www.google.com/search?hl=en&q=macbeth+ADRIANO DE ARMADO,58000
macbeth,First Witch,https://www.google.com/search?hl=en&q=macbeth+First Witch,6710000
macbeth,Second Witch,https://www.google.com/search?hl=en&q=macbeth+Second Witch,3410000
macbeth,Third Witch,https://www.google.com/search?hl=en&q=macbeth+Third Witch,2010000
macbeth,ALL,https://www.google.com/search?hl=en&q=macbeth+ALL,66700000
macbeth,DUNCAN,https://www.google.com/search?hl=en&q=macbeth+DUNCAN,5880000
macbeth,MALCOLM,https://www.google.com/search?hl=en&q=macbeth+MALCOLM,4930000
macbeth,Sergeant,https://www.google.com/search?hl=en&q=macbeth+Sergeant,670000
macbeth,LENNOX,https://www.google.com/search?hl=en&q=macbeth+LENNOX,687000
macbeth,ROSS,https://www.google.com/search?hl=en&q=macbeth+ROSS,5250000
macbeth,MACBETH,https://www.google.com/search?hl=en&q=macbeth+MACBETH,70000000
macbeth,BANQUO,https://www.google.com/search?hl=en&q=macbeth+BANQUO,1850000
macbeth,ANGUS,https://www.google.com/search?hl=en&q=macbeth+ANGUS,989000
macbeth,LADY MACBETH,https://www.google.com/search?hl=en&q=macbeth+LADY MACBETH,28600000
macbeth,Messenger,https://www.google.com/search?hl=en&q=macbeth+Messenger,2700000
macbeth,FLEANCE,https://www.google.com/search?hl=en&q=macbeth+FLEANCE,232000
macbeth,Porter,https://www.google.com/search?hl=en&q=macbeth+Porter,12800000
macbeth,MACDUFF,https://www.google.com/search?hl=en&q=macbeth+MACDUFF,1230000
macbeth,DONALBAIN,https://www.google.com/search?hl=en&q=macbeth+DONALBAIN,145000
macbeth,Old Man,https://www.google.com/search?hl=en&q=macbeth+Old Man,20900000
macbeth,ATTENDANT,https://www.google.com/search?hl=en&q=macbeth+ATTENDANT,795000
macbeth,First Murderer,https://www.google.com/search?hl=en&q=macbeth+First Murderer,874000
macbeth,Second Murderer,https://www.google.com/search?hl=en&q=macbeth+Second Murderer,644000
macbeth,Both Murderers,https://www.google.com/search?hl=en&q=macbeth+Both Murderers,4310000
macbeth,Servant,https://www.google.com/search?hl=en&q=macbeth+Servant,1820000
macbeth,Third Murderer,https://www.google.com/search?hl=en&q=macbeth+Third Murderer,549000
macbeth,Lords,https://www.google.com/search?hl=en&q=macbeth+Lords,1410000
macbeth,HECATE,https://www.google.com/search?hl=en&q=macbeth+HECATE,326000
macbeth,Lord,https://www.google.com/search?hl=en&q=macbeth+Lord,14600000
macbeth,First Apparition,https://www.google.com/search?hl=en&q=macbeth+First Apparition,264000
macbeth,Second Apparition,https://www.google.com/search?hl=en&q=macbeth+Second Apparition,241000
macbeth,Third Apparition,https://www.google.com/search?hl=en&q=macbeth+Third Apparition,179000
macbeth,LADY MACDUFF,https://www.google.com/search?hl=en&q=macbeth+LADY MACDUFF,740000
macbeth,Son,https://www.google.com/search?hl=en&q=macbeth+Son,16500000
macbeth,Doctor,https://www.google.com/search?hl=en&q=macbeth+Doctor,8950000
macbeth,Gentlewoman,https://www.google.com/search?hl=en&q=macbeth+Gentlewoman,117000
macbeth,MENTEITH,https://www.google.com/search?hl=en&q=macbeth+MENTEITH,36600
macbeth,CAITHNESS,https://www.google.com/search?hl=en&q=macbeth+CAITHNESS,90800
macbeth,SEYTON,https://www.google.com/search?hl=en&q=macbeth+SEYTON,62500
macbeth,SIWARD,https://www.google.com/search?hl=en&q=macbeth+SIWARD,127000
macbeth,Soldiers,https://www.google.com/search?hl=en&q=macbeth+Soldiers,3780000
macbeth,YOUNG SIWARD,https://www.google.com/search?hl=en&q=macbeth+YOUNG SIWARD,68800
Measure for measure,MALCOLM,https://www.google.com/search?hl=en&q=Measure for measure+MALCOLM,21000000
Measure for measure,DUKE VINCENTIO,https://www.google.com/search?hl=en&q=Measure for measure+DUKE VINCENTIO,32800
Measure for measure,ESCALUS,https://www.google.com/search?hl=en&q=Measure for measure+ESCALUS,67700
Measure for measure,ANGELO,https://www.google.com/search?hl=en&q=Measure for measure+ANGELO,15900000
Measure for measure,DUKE,https://www.google.com/search?hl=en&q=Measure for measure+DUKE,59000000
Measure for measure,LUCIO,https://www.google.com/search?hl=en&q=Measure for measure+LUCIO,1910000
Measure for measure,First Gentleman,https://www.google.com/search?hl=en&q=Measure for measure+First Gentleman,133000000
Measure for measure,Second Gentleman,https://www.google.com/search?hl=en&q=Measure for measure+Second Gentleman,66500000
Measure for measure,MISTRESS OVERDONE,https://www.google.com/search?hl=en&q=Measure for measure+MISTRESS OVERDONE,93600
Measure for measure,POMPEY,https://www.google.com/search?hl=en&q=Measure for measure+POMPEY,504000
Measure for measure,CLAUDIO,https://www.google.com/search?hl=en&q=Measure for measure+CLAUDIO,9540000
Measure for measure,Provost,https://www.google.com/search?hl=en&q=Measure for measure+Provost,5720000
Measure for measure,FRIAR THOMAS,https://www.google.com/search?hl=en&q=Measure for measure+FRIAR THOMAS,591000
Measure for measure,ISABELLA,https://www.google.com/search?hl=en&q=Measure for measure+ISABELLA,10100000
Measure for measure,FRANCISCA,https://www.google.com/search?hl=en&q=Measure for measure+FRANCISCA,884000
Measure for measure,ELBOW,https://www.google.com/search?hl=en&q=Measure for measure+ELBOW,65300000
Measure for measure,FROTH,https://www.google.com/search?hl=en&q=Measure for measure+FROTH,1420000
Measure for measure,POMPHEY,https://www.google.com/search?hl=en&q=Measure for measure+POMPHEY,504000
Measure for measure,Justice,https://www.google.com/search?hl=en&q=Measure for measure+Justice,264000000
Measure for measure,Servant,https://www.google.com/search?hl=en&q=Measure for measure+Servant,51600000
Measure for measure,JULIET,https://www.google.com/search?hl=en&q=Measure for measure+JULIET,11300000
Measure for measure,MARIANA,https://www.google.com/search?hl=en&q=Measure for measure+MARIANA,38500000
Measure for measure,ABHORSON,https://www.google.com/search?hl=en&q=Measure for measure+ABHORSON,14300
Measure for measure,Messenger,https://www.google.com/search?hl=en&q=Measure for measure+Messenger,80800000
Measure for measure,BARNARDINE,https://www.google.com/search?hl=en&q=Measure for measure+BARNARDINE,20200
Measure for measure,FRIAR PETER,https://www.google.com/search?hl=en&q=Measure for measure+FRIAR PETER,550000
Merchant of Venice,DUKE VINCENTIO,https://www.google.com/search?hl=en&q=Merchant of Venice+DUKE VINCENTIO,12200
Merchant of Venice,ANTONIO,https://www.google.com/search?hl=en&q=Merchant of Venice+ANTONIO,4850000
Merchant of Venice,SALARINO,https://www.google.com/search?hl=en&q=Merchant of Venice+SALARINO,71200
Merchant of Venice,SALANIO,https://www.google.com/search?hl=en&q=Merchant of Venice+SALANIO,57700
Merchant of Venice,BASSANIO,https://www.google.com/search?hl=en&q=Merchant of Venice+BASSANIO,366000
Merchant of Venice,LORENZO,https://www.google.com/search?hl=en&q=Merchant of Venice+LORENZO,1510000
Merchant of Venice,GRATIANO,https://www.google.com/search?hl=en&q=Merchant of Venice+GRATIANO,151000
Merchant of Venice,PORTIA,https://www.google.com/search?hl=en&q=Merchant of Venice+PORTIA,820000
Merchant of Venice,NERISSA,https://www.google.com/search?hl=en&q=Merchant of Venice+NERISSA,255000
Merchant of Venice,Servant,https://www.google.com/search?hl=en&q=Merchant of Venice+Servant,1730000
Merchant of Venice,SHYLOCK,https://www.google.com/search?hl=en&q=Merchant of Venice+SHYLOCK,1580000
Merchant of Venice,MOROCCO,https://www.google.com/search?hl=en&q=Merchant of Venice+MOROCCO,1030000
Merchant of Venice,LAUNCELOT,https://www.google.com/search?hl=en&q=Merchant of Venice+LAUNCELOT,107000
Merchant of Venice,GOBBO,https://www.google.com/search?hl=en&q=Merchant of Venice+GOBBO,68600
Merchant of Venice,LEONARDO,https://www.google.com/search?hl=en&q=Merchant of Venice+LEONARDO,1250000
Merchant of Venice,JESSICA,https://www.google.com/search?hl=en&q=Merchant of Venice+JESSICA,2630000
Merchant of Venice,ARRAGON,https://www.google.com/search?hl=en&q=Merchant of Venice+ARRAGON,50200
Merchant of Venice,TUBAL,https://www.google.com/search?hl=en&q=Merchant of Venice+TUBAL,81800
Merchant of Venice,ALL,https://www.google.com/search?hl=en&q=Merchant of Venice+ALL,18900000
Merchant of Venice,SALERIO,https://www.google.com/search?hl=en&q=Merchant of Venice+SALERIO,56500
Merchant of Venice,BALTHASAR,https://www.google.com/search?hl=en&q=Merchant of Venice+BALTHASAR,209000
Merchant of Venice,DUKE,https://www.google.com/search?hl=en&q=Merchant of Venice+DUKE,2700000
Merchant of Venice,Clerk,https://www.google.com/search?hl=en&q=Merchant of Venice+Clerk,1110000
Merchant of Venice,STEPHANO,https://www.google.com/search?hl=en&q=Merchant of Venice+STEPHANO,71500
Merry Wives of Windsor,GRATIANO,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+GRATIANO,19200
Merry Wives of Windsor,SHALLOW,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+SHALLOW,230000
Merry Wives of Windsor,SLENDER,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+SLENDER,212000
Merry Wives of Windsor,SIR HUGH EVANS,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+SIR HUGH EVANS,365000
Merry Wives of Windsor,PAGE,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+PAGE,1910000
Merry Wives of Windsor,FALSTAFF,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+FALSTAFF,389000
Merry Wives of Windsor,BARDOLPH,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+BARDOLPH,31200
Merry Wives of Windsor,PISTOL,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+PISTOL,173000
Merry Wives of Windsor,NYM,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+NYM,27300
Merry Wives of Windsor,SIMPLE,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+SIMPLE,881000
Merry Wives of Windsor,ANNE PAGE,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+ANNE PAGE,669000
Merry Wives of Windsor,Host,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+Host,710000
Merry Wives of Windsor,MISTRESS QUICKLY,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+MISTRESS QUICKLY,287000
Merry Wives of Windsor,RUGBY,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+RUGBY,373000
Merry Wives of Windsor,DOCTOR CAIUS,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+DOCTOR CAIUS,35100
Merry Wives of Windsor,FENTON,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+FENTON,114000
Merry Wives of Windsor,MISTRESS PAGE,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+MISTRESS PAGE,437000
Merry Wives of Windsor,MISTRESS FORD,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+MISTRESS FORD,411000
Merry Wives of Windsor,FORD,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+FORD,754000
Merry Wives of Windsor,ROBIN,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+ROBIN,626000
Merry Wives of Windsor,All,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+All,3310000
Merry Wives of Windsor,Servant,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+Servant,367000
Merry Wives of Windsor,WILLIAM PAGE,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+WILLIAM PAGE,1300000
Merry Wives of Windsor,First Servant,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+First Servant,353000
Merry Wives of Windsor,Second Servant,https://www.google.com/search?hl=en&q=Merry Wives of Windsor+Second Servant,1310000
A Midsummer nights dream,FORD,https://www.google.com/search?hl=en&q=A Midsummer nights dream+FORD,1760000
A Midsummer nights dream,THESEUS,https://www.google.com/search?hl=en&q=A Midsummer nights dream+THESEUS,147000
A Midsummer nights dream,HIPPOLYTA,https://www.google.com/search?hl=en&q=A Midsummer nights dream+HIPPOLYTA,98100
A Midsummer nights dream,EGEUS,https://www.google.com/search?hl=en&q=A Midsummer nights dream+EGEUS,65100
A Midsummer nights dream,HERMIA,https://www.google.com/search?hl=en&q=A Midsummer nights dream+HERMIA,174000
A Midsummer nights dream,DEMETRIUS,https://www.google.com/search?hl=en&q=A Midsummer nights dream+DEMETRIUS,117000
A Midsummer nights dream,LYSANDER,https://www.google.com/search?hl=en&q=A Midsummer nights dream+LYSANDER,300000
A Midsummer nights dream,HELENA,https://www.google.com/search?hl=en&q=A Midsummer nights dream+HELENA,537000
A Midsummer nights dream,QUINCE,https://www.google.com/search?hl=en&q=A Midsummer nights dream+QUINCE,468000
A Midsummer nights dream,BOTTOM,https://www.google.com/search?hl=en&q=A Midsummer nights dream+BOTTOM,1820000
A Midsummer nights dream,FLUTE,https://www.google.com/search?hl=en&q=A Midsummer nights dream+FLUTE,1150000
A Midsummer nights dream,STARVELING,https://www.google.com/search?hl=en&q=A Midsummer nights dream+STARVELING,58100
A Midsummer nights dream,SNOUT,https://www.google.com/search?hl=en&q=A Midsummer nights dream+SNOUT,194000
A Midsummer nights dream,SNUG,https://www.google.com/search?hl=en&q=A Midsummer nights dream+SNUG,453000
A Midsummer nights dream,ALL,https://www.google.com/search?hl=en&q=A Midsummer nights dream+ALL,23000000
A Midsummer nights dream,PUCK,https://www.google.com/search?hl=en&q=A Midsummer nights dream+PUCK,415000
A Midsummer nights dream,Fairy,https://www.google.com/search?hl=en&q=A Midsummer nights dream+Fairy,3200000
A Midsummer nights dream,OBERON,https://www.google.com/search?hl=en&q=A Midsummer nights dream+OBERON,261000
A Midsummer nights dream,TITANIA,https://www.google.com/search?hl=en&q=A Midsummer nights dream+TITANIA,384000
A Midsummer nights dream,PEASEBLOSSOM,https://www.google.com/search?hl=en&q=A Midsummer nights dream+PEASEBLOSSOM,58600
A Midsummer nights dream,COBWEB,https://www.google.com/search?hl=en&q=A Midsummer nights dream+COBWEB,252000
A Midsummer nights dream,MOTH,https://www.google.com/search?hl=en&q=A Midsummer nights dream+MOTH,780000
A Midsummer nights dream,MUSTARDSEED,https://www.google.com/search?hl=en&q=A Midsummer nights dream+MUSTARDSEED,754000
A Midsummer nights dream,HERNIA,https://www.google.com/search?hl=en&q=A Midsummer nights dream+HERNIA,44300
